M33            M31      23.4583  30.6603 205.8                              -18.84 0.10  9.51 0.22 25.46 0.60               False True  1.00      MCCONN
dw1006m0730    NGC3115 151.5528  -7.5001  58.1 18.43 0.10 17.82 0.10 -11.62 -11.97 0.11  6.96 0.13 23.45 0.14   396.8  30.8 True  True  1.00 gr   DECALS
dw1006m0732    NGC3115 151.6109  -7.5490  61.4 19.17 0.12 18.63 0.11 -10.87 -11.19 0.12  6.53 0.14 24.70 0.16   436.6  41.2 True  True  1.00 gr   DECALS
dw1006m0730-n2 NGC3115 151.6404  -7.5096  69.5 19.49 0.12 18.95 0.11 -10.55 -10.87 0.12  6.42 0.14 24.79 0.17   545.8  63.8 True  True  1.00 gr   DECALS
dw1007m0835    NGC3115 151.8142  -8.5859 178.3 21.10 0.19 20.47 0.18  -8.94  -9.31 0.20  5.94 0.22 25.01 0.30   247.5  44.5 True  True  1.00 gr   DECALS
dw1007m0715    NGC3115 151.8343  -7.2632 123.3 17.36 0.09 16.82 0.10 -12.69 -13.00 0.10  7.25 0.13 23.41 0.12   722.5  45.2 True  True  1.00 gr   DECALS
dw1007m0830    NGC3115 151.9464  -8.5042 179.5 19.89 0.13 19.42 0.13 -10.15 -10.43 0.14  6.12 0.15 24.54 0.19   393.1  46.1 True  True  1.00 gr   DECALS
dw1006m0630    NGC3115 151.5634  -6.5057 220.6 21.30 0.20 20.83 0.21  -8.74  -9.02 0.21  5.56 0.23 25.84 0.32   208.8  40.5 True  False 0.65 gr   DECALS
dw1006m0827    NGC3115 151.6488  -8.4648 145.8 20.18 0.14 19.67 0.14  -9.87 -10.16 0.15  6.08 0.16 25.30 0.21   380.2  49.1 True  False 0.65 gr   DECALS
dw1042p2415    NGC3344 160.5916  24.2505 123.6 17.24 0.09 16.73 0.09 -12.72 -13.02 0.10  7.23 0.13 23.78 0.12   697.5  43.5 True  True  1.00 gr   DECALS
dw1042p2501    NGC3344 160.6815  25.0250  35.4 20.79 0.17 20.35 0.17  -9.17  -9.43 0.18  5.68 0.19 25.66 0.26   364.4  58.3 True  True  1.00 gr   DECALS
dw1045p2427    NGC3344 161.3793  24.4657 110.4 19.80 0.13 19.31 0.13 -10.16 -10.45 0.14  6.16 0.15 25.12 0.19   437.2  49.9 True  True  1.00 gr   DECALS
dw1038p2501    NGC3344 159.5427  25.0283 208.5 20.20 0.15 19.77 0.14  -9.76 -10.01 0.15  5.90 0.16 23.99 0.21   168.4  21.9 True  False 0.15 gr   DECALS
dw1044p2559    NGC3344 161.1198  25.9934 187.3 18.71 0.11 18.26 0.11 -11.25 -11.51 0.11  6.53 0.13 21.54 0.15   230.2  19.3 False False 0.15 gr   DECALS
dw1044p2610    NGC3344 161.1213  26.1782 218.5 20.38 0.15 19.73 0.14  -9.58  -9.96 0.16  6.23 0.17 25.04 0.23   422.1  58.4 True  False 0.75 gr   DECALS
dw1045p2606    NGC3344 161.2758  26.1048 211.7 20.12 0.14 19.63 0.14  -9.84 -10.13 0.15  6.03 0.16 23.79 0.21   205.9  26.1 True  False 0.20 gr   DECALS
dw1039p1238    NGC3379 159.9290  12.6348 369.8 16.51 0.09 16.01 0.09 -13.64 -13.93 0.09  7.56 0.13 21.22 0.11   610.0  34.6 False True  1.00 gr   DECALS
UGC5812        NGC3379 160.2355  12.4728 314.5 15.00 0.09 14.58 0.09 -15.15 -15.40 0.09  8.03 0.12 21.72 0.11  1458.0  73.6 False True  1.00 gr   DECALS
dw1042p1220    NGC3379 160.5015  12.3351 269.4 15.39 0.09 14.97 0.09 -14.75 -15.00 0.09  7.88 0.13 21.10 0.11  1063.1  54.9 False True  1.00 gr   DECALS
dw1042p1208    NGC3379 160.6431  12.1509 252.8 17.00 0.09 16.38 0.09 -13.15 -13.51 0.09  7.59 0.13 24.68 0.12  1247.9  75.1 True  True  1.00 gr   DECALS
dw1042p1359    NGC3379 160.6886  13.9905 349.9 20.81 0.17 20.28 0.17  -9.34  -9.65 0.18  5.90 0.19 24.77 0.26   276.5  44.5 True  True  1.00 gr   DECALS
dw1043p1410    NGC3379 160.7948  14.1799 365.7 19.81 0.13 19.45 0.13 -10.34 -10.55 0.14  6.01 0.15 24.77 0.19   321.1  36.8 True  True  1.00 gr   DECALS
dw1043p1415    NGC3379 160.9572  14.2554 361.6 19.77 0.13 19.16 0.12 -10.38 -10.73 0.14  6.47 0.15 24.36 0.19   402.9  45.6 True  True  1.00 gr   DECALS
M95            NGC3379 160.9904  11.7037 240.9                              -20.49      10.42                               False True  1.00
dw1044p1359    NGC3379 161.1075  13.9988 306.4 20.55 0.16 19.99 0.15  -9.60  -9.93 0.17  6.07 0.18 25.13 0.24   331.3  48.6 True  True  1.00 gr   DECALS
dw1044p1356    NGC3379 161.1471  13.9396 293.3 16.03 0.09 15.51 0.09 -14.12 -14.42 0.09  7.79 0.13 21.85 0.11   696.6  37.7 True  True  1.00 gr   DECALS
dw1044p1351    NGC3379 161.1588  13.8591 279.3 19.47 0.12 18.96 0.12 -10.68 -10.97 0.13  6.40 0.14 24.64 0.17   351.0  36.2 True  True  1.00 gr   DECALS
dw1044p1351b   NGC3379 161.1602  13.8557 278.6 19.76 0.13 19.29 0.13 -10.39 -10.66 0.13  6.21 0.15 25.21 0.19   384.1  43.3 True  True  1.00 gr   DECALS
dw1044p1154    NGC3379 161.2394  11.9162 180.5 17.37 0.09 17.08 0.10 -12.77 -12.95 0.10  6.86 0.13 22.57 0.12   565.8  36.0 False True  1.00 gr   DECALS
dw1046p1257    NGC3379 161.5590  12.9606 101.3 18.55 0.11 17.96 0.10 -11.60 -11.94 0.11  6.92 0.13 24.31 0.14   478.8  38.5 True  True  1.00 gr   DECALS
dw1046p1401    NGC3379 161.6027  14.0242 277.0 17.05 0.09 16.46 0.09 -13.10 -13.44 0.09  7.52 0.13 23.97 0.12   834.0  50.7 True  True  1.00 gr   DECALS
dw1046p1145    NGC3379 161.6260  11.7557 165.6 17.94 0.10 17.31 0.10 -12.21 -12.57 0.10  7.23 0.13 24.29 0.13   676.1  42.6 True  True  1.00 gr   DECALS
dw1046p1219    NGC3379 161.6722  12.3270  70.4 16.60 0.09 15.97 0.09 -13.54 -13.92 0.09  7.78 0.13 22.83 0.11   799.1  46.6 True  True  1.00 gr   DECALS
M96            NGC3379 161.6907  11.8199 150.3                              -20.96      10.59                               False True  1.00
dw1046p1244    NGC3379 161.7204  12.7421  52.4 17.86 0.10 17.45 0.10 -12.29 -12.53 0.10  6.88 0.13 25.10 0.13  1616.1 112.0 False True  1.00 gr   DECALS
dw1046p1247    NGC3379 161.7275  12.7886  56.9 18.40 0.10 17.77 0.10 -11.75 -12.12 0.11  7.05 0.13 23.86 0.14   504.6  39.2 True  True  1.00 gr   DECALS
dw1046p1259    NGC3379 161.7393  12.9984  87.3 17.09 0.09 16.48 0.09 -13.06 -13.42 0.09  7.53 0.13 24.51 0.12  1145.5  69.8 True  True  1.00 gr   DECALS
dw1047p1257    NGC3379 161.7525  12.9604  79.9 18.78 0.11 18.13 0.10 -11.37 -11.75 0.11  6.91 0.13 24.20 0.15   445.3  37.9 True  True  1.00 gr   DECALS
dw1047p1153    NGC3379 161.7749  11.8779 135.6 20.98 0.18 20.43 0.18  -9.16  -9.48 0.19  5.85 0.20 26.50 0.28   396.6  68.3 True  True  1.00 gr   DECALS
dw1047p1248    NGC3379 161.8051  12.8022  49.6 18.67 0.11 18.27 0.11 -11.48 -11.71 0.11  6.53 0.13 25.48 0.14   823.8  68.3 True  True  1.00 gr   DECALS
dw1047p1202    NGC3379 161.9190  12.0487  99.8 19.57 0.12 19.01 0.12 -10.58 -10.91 0.13  6.45 0.15 25.65 0.17   578.2  62.4 True  True  1.00 gr   DECALS
dw1047p1258    NGC3379 161.9255  12.9754  73.8 19.59 0.12 18.93 0.12 -10.56 -10.95 0.12  6.63 0.15 25.44 0.17   438.9  48.7 True  True  1.00 gr   DECALS
NGC3377        NGC3379 161.9264  13.9858 262.3                              -19.86      10.10                               True  True  1.00
dw1048p1158    NGC3379 162.0547  11.9684 115.9 19.35 0.12 18.76 0.11 -10.79 -11.14 0.12  6.61 0.14 24.66 0.17   497.7  49.1 True  True  1.00 gr   DECALS
NGC3384        NGC3379 162.0705  12.6292  22.6                              -20.30      10.41                               True  True  1.00
dw1048p1154    NGC3379 162.1039  11.9123 127.9 19.34 0.15 18.84 0.15 -10.80 -11.10 0.16  6.45 0.14 23.51 0.23  1284.0  51.4 True  True  1.00 gr   DECALS
dw1048p1303    NGC3379 162.1492  13.0598  95.9 19.43 0.12 19.05 0.12 -10.71 -10.94 0.12  6.20 0.14 25.94 0.16   579.2  60.1 True  True  1.00 gr   DECALS
dw1048p1259    NGC3379 162.2174  12.9954  90.7 19.86 0.13 19.26 0.13 -10.29 -10.64 0.14  6.41 0.15 26.69 0.19   694.1  80.6 True  True  1.00 gr   DECALS
dw1048p1407    NGC3379 162.2240  14.1245 292.3 15.29 0.09 14.66 0.09 -14.85 -15.23 0.09  8.29 0.13 20.86 0.11   674.2  34.8 True  True  1.00 gr   DECALS
dw1049p1247    NGC3379 162.2977  12.7925  73.6 19.50 0.12 19.11 0.12 -10.65 -10.87 0.13  6.17 0.15 24.52 0.17   436.9  45.5 True  True  1.00 gr   DECALS
dw1049p1233    NGC3379 162.3580  12.5525  73.4 19.09 0.11 18.47 0.11 -11.06 -11.42 0.12  6.75 0.14 25.21 0.16   586.1  55.0 True  True  1.00 gr   DECALS
UGC5944        NGC3379 162.5791  13.2719 171.6 14.94 0.09 14.33 0.09 -15.21 -15.56 0.09  8.39 0.12 21.71 0.11  1126.8  56.7 True  True  1.00 gr   DECALS
dw1050p1213    NGC3379 162.6004  12.2182 135.6 20.89 0.18 20.41 0.18  -9.25  -9.53 0.19  5.77 0.20 24.85 0.27   257.8  42.9 True  True  1.00 gr   DECALS
dw1050p1221    NGC3379 162.6132  12.3598 126.7 16.87 0.09 16.26 0.09 -13.28 -13.64 0.09  7.63 0.13 24.64 0.12  1509.8  88.0 True  True  1.00 gr   DECALS
dw1050p1236    NGC3379 162.6486  12.6093 126.2 20.20 0.15 19.75 0.14  -9.94 -10.21 0.15  6.02 0.16 24.59 0.21   552.3  72.0 True  True  1.00 gr   DECALS
NGC3412        NGC3379 162.7220  13.4121 208.5                              -19.68      10.05                               True  True  1.00
dw1051p1320    NGC3379 162.7563  13.3336 202.3 16.27 0.09 15.66 0.09 -13.87 -14.23 0.09  7.87 0.13 22.61 0.11   983.4  52.6 True  True  1.00 gr   DECALS
dw1051p1250    NGC3379 162.8378  12.8490 168.1 16.18 0.09 15.59 0.09 -13.97 -14.31 0.09  7.86 0.13 22.41 0.11   863.3  47.3 True  True  1.00 gr   DECALS
dw1051p1406    NGC3379 162.8807  14.1149 332.0 17.73 0.10 17.13 0.10 -12.42 -12.77 0.10  7.26 0.13 22.17 0.13   349.6  23.6 True  True  1.00 gr   DECALS
dw1052p1102    NGC3379 163.0812  11.0433 353.4 15.85 0.09 15.23 0.09 -14.29 -14.66 0.09  8.04 0.13 21.04 0.11   556.1  29.8 True  True  1.00 gr   DECALS
dw1040p1216    NGC3379 160.1211  12.2728 339.8 19.32 0.12 18.72 0.11 -10.83 -11.18 0.12  6.62 0.14 25.10 0.17   621.2  61.3 True  False 0.85 gr   DECALS
dw1043p1253    NGC3379 160.9016  12.8988 201.1 21.00 0.18 20.34 0.17  -9.15  -9.53 0.19  6.06 0.21 25.35 0.28   283.2  49.0 True  False 0.65 gr   DECALS
dw1043p1207    NGC3379 160.9792  12.1333 197.0 18.95 0.11 18.49 0.11 -11.19 -11.46 0.12  6.52 0.14 23.10 0.15   500.2  44.6 False False 0.25 gr   DECALS
dw1044p1132    NGC3379 161.0306  11.5344 258.6 18.45 0.10 18.06 0.10 -11.69 -11.92 0.11  6.60 0.13 22.40 0.14   389.4  30.6 False False 0.40 gr   DECALS
dw1045p1315    NGC3379 161.2789  13.2652 177.5 20.70 0.17 20.25 0.17  -9.45  -9.71 0.17  5.80 0.19 25.68 0.25   350.0  54.3 True  False 0.75 gr   DECALS
dw1045p1413    NGC3379 161.4842  14.2274 319.2 19.76 0.13 19.16 0.12 -10.39 -10.74 0.13  6.45 0.15 24.59 0.19   345.7  39.0 True  False 0.70 gr   DECALS
dw1045p1332    NGC3379 161.4925  13.5477 199.2 19.41 0.12 18.91 0.12 -10.74 -11.03 0.12  6.41 0.14 24.48 0.17   467.5  47.4 True  False 0.65 gr   DECALS
dw1046p1342    NGC3379 161.6272  13.7011 217.5 18.62 0.11 18.13 0.10 -11.52 -11.81 0.11  6.72 0.13 21.73 0.14   237.2  19.4 True  False 0.20 gr   DECALS
dw1046p1358    NGC3379 161.6816  13.9718 264.4 20.99 0.18 20.55 0.19  -9.15  -9.41 0.19  5.69 0.21 24.71 0.28   205.7  35.5 True  False 0.35 gr   DECALS
dw1046p1118    NGC3379 161.7075  11.3037 243.0 20.57 0.16 20.05 0.16  -9.58  -9.88 0.17  5.99 0.18 25.01 0.24   319.9  47.3 True  False 0.70 gr   DECALS
dw1047p1117    NGC3379 161.7845  11.2853 244.2 19.27 0.12 18.81 0.12 -10.88 -11.15 0.12  6.40 0.14 25.60 0.16   659.7  64.2 True  False 0.85 gr   DECALS
dw1047p1145    NGC3379 161.9490  11.7622 153.1 21.26 0.20 20.95 0.22  -8.88  -9.07 0.21  5.34 0.24 25.54 0.32   410.9  78.5 True  False 0.55 gr   DECALS
dw1048p1121    NGC3379 162.0960  11.3523 231.0 20.08 0.14 19.41 0.13 -10.07 -10.46 0.15  6.43 0.16 25.76 0.20   570.9  71.2 True  False 0.75 gr   DECALS
dw1049p1121    NGC3379 162.4042  11.3512 244.0 17.97 0.10 17.38 0.10 -12.17 -12.52 0.10  7.14 0.13 24.77 0.13   790.6  56.1 True  False 0.95 gr   DECALS
dw1049p1057    NGC3379 162.4172  10.9555 315.2 20.32 0.15 20.04 0.16  -9.82  -9.99 0.16  5.67 0.17 24.31 0.22   239.6  32.5 False False 0.15 gr   DECALS
dw1049p1146    NGC3379 162.4789  11.7802 177.5 18.80 0.11 18.21 0.11 -11.35 -11.69 0.11  6.81 0.13 24.61 0.15   585.2  50.1 True  False 0.90 gr   DECALS
dw1050p1352    NGC3379 162.5147  13.8890 264.4 19.26 0.12 18.75 0.11 -10.89 -11.18 0.12  6.48 0.14 26.27 0.16   876.1  84.9 True  False 0.85 gr   DECALS
dw1050p1353    NGC3379 162.5848  13.8961 270.8 18.78 0.11 18.23 0.11 -11.37 -11.69 0.11  6.74 0.14 26.65 0.15  1156.2  98.5 True  False 0.90 gr   DECALS
dw1051p1359    NGC3379 162.7459  13.9927 300.1 20.89 0.18 20.40 0.18  -9.25  -9.54 0.19  5.82 0.20 24.73 0.27   297.6  49.6 True  False 0.40 gr   DECALS
dw1051p1101    NGC3379 162.7661  11.0200 327.1 18.06 0.10 17.59 0.10 -12.08 -12.36 0.10  6.90 0.13 25.39 0.13  1310.5  94.6 True  False 0.95 gr   DECALS
dw1051p1310    NGC3379 162.9739  13.1694 215.3 20.25 0.15 19.76 0.14  -9.90 -10.19 0.15  6.05 0.17 24.20 0.22   218.2  28.9 True  False 0.20 gr   DECALS
dw1054p1217    NGC3379 163.7206  12.2967 326.2 18.18 0.10 17.74 0.10 -11.96 -12.23 0.10  6.81 0.13 22.78 0.13   377.0  27.9 False False 0.35 gr   DECALS
dw1104p0004    NGC3521 166.1606   0.0815  61.5 20.25 0.15 19.67 0.14 -10.00 -10.33 0.15  6.24 0.17 24.74 0.22   280.9  37.2 True  True  1.00 gr   DECALS
dw1104p0003    NGC3521 166.1676   0.0581  58.6 16.57 0.09 16.03 0.09 -13.67 -13.99 0.09  7.66 0.13 23.06 0.11   852.8  48.7 True  True  1.00 gr   DECALS
dw1104p0005    NGC3521 166.1711   0.0936  60.5 20.67 0.17 20.21 0.17  -9.57  -9.84 0.17  5.87 0.18 25.84 0.25   642.4  98.7 True  True  1.00 gr   DECALS
dw1105p0006    NGC3521 166.4217   0.1163  30.3 16.00 0.09 15.46 0.09 -14.24 -14.56 0.09  7.90 0.13 25.91 0.11  3413.8 184.1 False True  1.00 gr   DECALS
dw1106m0126    NGC3521 166.5313  -1.4476 276.5 17.45 0.09 16.90 0.10 -12.79 -13.11 0.10  7.31 0.13 23.94 0.12   773.1  49.8 True  True  1.00 gr   DECALS
dw1106m0052    NGC3521 166.6084  -0.8797 167.7 19.03 0.11 18.55 0.11 -11.21 -11.50 0.12  6.57 0.14 24.71 0.15   635.8  57.9 True  True  1.00 gr   DECALS
dw1107m0038    NGC3521 166.7760  -0.6338 132.9 21.14 0.19 20.57 0.19  -9.11  -9.44 0.20  5.88 0.23 25.94 0.30   343.5  62.6 True  True  1.00 gr   DECALS
dw110m0011     NGC3521 166.8051  -0.1869  75.0 17.62 0.10 17.11 0.10 -12.63 -12.92 0.10  7.19 0.13 24.72 0.12  1067.0  70.7 True  True  1.00 gr   DECALS
dw1109m0016    NGC3521 167.3283  -0.2771 177.6 18.84 0.11 18.23 0.11 -11.40 -11.76 0.11  6.87 0.14 25.39 0.15   901.4  78.0 True  True  1.00 gr   DECALS
dw1110p0037    NGC3521 167.6231   0.6169 262.0 16.89 0.09 16.28 0.09 -13.36 -13.71 0.09  7.64 0.13 22.64 0.12   795.6  47.1 True  True  1.00 gr   DECALS
dw1111p0049    NGC3521 167.8493   0.8315 321.5 18.83 0.11 18.33 0.11 -11.41 -11.71 0.11  6.70 0.14 25.88 0.15   843.0  72.8 True  True  1.00 gr   DECALS
dw1104p0033    NGC3521 166.2068   0.5506 124.3 21.41 0.21 20.96 0.22  -8.83  -9.10 0.22  5.58 0.24 24.91 0.34   338.2  68.4 True  False 0.25 gr   DECALS
dw1119p5543    NGC3556 169.9523  55.7224 195.3 16.18 0.09 15.81 0.09 -13.72 -13.94 0.09  7.37 0.13 21.21 0.11   433.2  23.7 False True  1.00 gr   DECALS
dw1104p5534    NGC3556 166.1661  55.5745 161.7 20.20 0.15 19.71 0.14  -9.70  -9.99 0.15  5.97 0.16 24.23 0.21   252.7  32.9 True  False 0.05 gr   DECALS
dw1108p5520    NGC3556 167.2484  55.3412  80.9 19.08 0.11 18.49 0.11 -10.82 -11.17 0.12  6.61 0.14 24.65 0.16   431.0  39.8 True  False 0.75 gr   DECALS
dw1109p5447    NGC3556 167.3050  54.7856 157.5 19.45 0.12 19.22 0.12 -10.45 -10.59 0.13  5.82 0.14 24.34 0.17   304.4  31.2 False False 0.50 gr   DECALS
dw1110p5429    NGC3556 167.6471  54.4973 197.1 20.48 0.16 20.06 0.16  -9.42  -9.67 0.16  5.74 0.18 24.86 0.23   234.1  33.6 False False 0.55 gr   DECALS
dw1111p5631    NGC3556 167.9472  56.5320 143.4 18.78 0.11 18.26 0.11 -11.12 -11.42 0.11  6.61 0.14 24.28 0.15   664.8  56.7 True  False 0.65 gr   DECALS
dw1111p5547    NGC3556 167.9859  55.7993  23.5 19.97 0.14 19.39 0.13  -9.93 -10.27 0.14  6.23 0.15 24.24 0.20   233.6  28.2 True  False 0.30 gr   DECALS
dw1113p5529    NGC3556 168.2805  55.4926  48.6 20.60 0.16 20.41 0.18  -9.30  -9.41 0.17  5.31 0.18 25.48 0.24   328.9  49.3 False False 0.65 gr   DECALS
dw1113p5541    NGC3556 168.2930  55.6886  39.4 20.13 0.14 19.63 0.14  -9.77 -10.06 0.15  6.02 0.16 25.23 0.21   428.3  54.4 True  False 0.65 gr   DECALS
dw1113p5644    NGC3556 168.3996  56.7355 183.7 20.21 0.15 19.94 0.15  -9.69  -9.85 0.15  5.58 0.17 24.57 0.21   227.6  29.8 False False 0.30 gr   DECALS
dw1116p5551    NGC3556 169.0317  55.8617 112.9 21.16 0.19 20.66 0.19  -8.74  -9.03 0.20  5.60 0.22 25.51 0.30   284.7  52.3 True  False 0.50 gr   DECALS
dw1116p5537    NGC3556 169.1718  55.6168 122.3 18.97 0.11 18.38 0.11 -10.93 -11.28 0.12  6.65 0.14 22.23 0.15   229.6  20.5 True  False 0.05 gr   DECALS
dw1122p5515    NGC3556 170.7418  55.2620 279.4 19.84 0.13 19.28 0.13 -10.06 -10.39 0.14  6.25 0.15 24.47 0.19   283.2  32.7 True  False 0.45 gr   DECALS
dw1123p5602    NGC3556 170.8320  56.0487 283.7 19.68 0.13 19.34 0.13 -10.22 -10.42 0.13  5.93 0.15 24.01 0.18   236.9  26.1 False False 0.35 gr   DECALS
NGC3593        NGC3627 168.6539  12.8178 253.6 11.17 0.08 10.26 0.09 -18.93 -19.47 0.09 10.43 0.13 16.07 0.11  2864.4 135.0 False True  1.00 gr   DECALS
dw1114p1238    NGC3627 168.6877  12.6477 253.6 17.18 0.09 16.83 0.10 -12.93 -13.13 0.10  7.01 0.13 21.78 0.12   367.0  22.6 False True  1.00 gr   DECALS
dw1117p1305    NGC3627 169.2544  13.0993 145.6 15.55 0.09 15.07 0.09 -14.56 -14.84 0.09  7.91 0.13 21.77 0.11   724.6  37.8 False True  1.00 gr   DECALS
dw1118p1233    NGC3627 169.6759  12.5614 104.8 17.07 0.09 16.48 0.09 -13.04 -13.38 0.09  7.48 0.13 22.50 0.12   521.0  31.8 True  True  1.00 gr   DECALS
dw1118p1348    NGC3627 169.7234  13.8054 160.9 18.86 0.11 18.39 0.11 -11.24 -11.52 0.11  6.57 0.14 25.58 0.15   654.2  56.9 True  True  1.00 gr   DECALS
NGC3623        NGC3627 169.7330  13.0924  61.6                              -20.90      10.69                               False True  1.00
dw1119p1419    NGC3627 169.8029  14.3272 249.1 16.39 0.09 15.90 0.09 -13.72 -14.00 0.09  7.59 0.13 23.79 0.11  1257.1  69.9 False True  1.00 gr   DECALS
dw1119p1157    NGC3627 169.8098  11.9524 195.7 16.22 0.09 15.95 0.09 -13.89 -14.04 0.09  7.26 0.13 22.58 0.11   937.5  51.6 False True  1.00 gr   DECALS
dw1119p1417    NGC3627 169.8161  14.2901 242.0 17.12 0.09 16.66 0.09 -12.98 -13.26 0.09  7.26 0.13 21.26 0.12   365.4  22.4 False True  1.00 gr   DECALS
dw1119p1404    NGC3627 169.8397  14.0755 202.6 16.50 0.09 15.91 0.09 -13.61 -13.95 0.09  7.72 0.13 23.21 0.11   953.1  53.5 True  True  1.00 gr   DECALS
dw1120p1332    NGC3627 170.0666  13.5488 102.1 17.91 0.10 17.40 0.10 -12.19 -12.49 0.10  7.02 0.13 23.78 0.13   667.0  46.7 True  True  1.00 gr   DECALS
NGC3628        NGC3627 170.0707  13.5897 109.6                              -20.70      10.64                               False True  1.00
dw1120p1337    NGC3627 170.2549  13.6072 117.9 14.46 0.09 13.74 0.09 -15.64 -16.06 0.09  8.77 0.13 24.69 0.11 13337.2 658.8 True  True  1.00 gr   DECALS    yes
dw1121p1326    NGC3627 170.4037  13.4471 103.3 19.43 0.12 18.80 0.11 -10.67 -11.05 0.13  6.63 0.14 24.94 0.17   502.2  51.2 True  True  1.00 gr   DECALS
dw1122p1258    NGC3627 170.6002  12.9795  96.1 16.53 0.09 16.03 0.09 -13.57 -13.87 0.09  7.56 0.13 21.55 0.11   421.1  27.3 True  True  1.00 gr   DECALS
IC2782         NGC3627 170.7307  13.4413 145.0 14.63 0.09 14.04 0.09 -15.48 -15.82 0.09  8.47 0.13 21.21 0.11   915.7  45.4 True  True  1.00 gr   DECALS
dw1123p1342    NGC3627 170.8060  13.7141 187.4 17.55 0.09 17.49 0.10 -12.55 -12.60 0.10  6.36 0.13 25.91 0.12  1557.2 102.0 False True  1.00 gr   DECALS
IC2787         NGC3627 170.8296  13.6298 180.0 14.95 0.09 14.45 0.09 -15.16 -15.45 0.09  8.18 0.13 20.14 0.11  1004.2  50.6 False True  1.00 gr   DECALS
IC2791         NGC3627 170.9066  12.8960 151.8 16.72 0.09 16.34 0.09 -13.38 -13.61 0.09  7.27 0.13 21.16 0.12   538.9  31.3 False True  1.00 gr   DECALS
dw1124p1240    NGC3627 171.1445  12.6743 201.9 18.23 0.10 17.77 0.10 -11.88 -12.14 0.10  6.79 0.13 25.93 0.13   957.7  71.6 False True  1.00 gr   DECALS
dw1114p1307    NGC3627 168.7127  13.1316 242.3 19.72 0.13 19.28 0.13 -10.39 -10.65 0.13  6.17 0.15 26.37 0.18   658.9  73.4 True  False 0.65 gr   DECALS
dw1116p1356    NGC3627 169.0325  13.9412 253.0 20.06 0.14 19.52 0.13 -10.04 -10.36 0.15  6.20 0.16 24.87 0.20   409.2  50.9 True  False 0.55 gr   DECALS
dw1116p1324    NGC3627 169.0973  13.4101 188.5 19.89 0.13 19.10 0.12 -10.22 -10.68 0.14  6.71 0.15 26.69 0.19  2175.7 255.6 True  False 0.55 gr   DECALS    yes
dw1117p1250    NGC3627 169.4349  12.8369 115.6 20.24 0.15 19.79 0.14  -9.87 -10.13 0.15  5.97 0.17 25.60 0.22   708.3  93.5 True  False 0.75 gr   DECALS
dw1118p1330    NGC3627 169.5661  13.5139 130.4 20.21 0.15 19.65 0.14  -9.89 -10.22 0.15  6.18 0.16 25.84 0.21   392.1  51.3 True  False 0.65 gr   DECALS
dw1119p1210    NGC3627 169.8996  12.1770 152.1 21.17 0.20 20.59 0.19  -8.93  -9.27 0.20  5.83 0.22 24.88 0.30   243.9  45.0 True  False 0.35 gr   DECALS
dw1120p1223    NGC3627 170.2214  12.3918 113.5 19.92 0.14 19.44 0.13 -10.18 -10.46 0.14  6.15 0.15 24.55 0.19   335.4  39.9 True  False 0.45 gr   DECALS
dw1121p1129    NGC3627 170.2651  11.4870 278.2 20.76 0.17 20.24 0.17  -9.34  -9.65 0.18  5.89 0.19 24.53 0.26   348.7  55.3 True  False 0.30 gr   DECALS
dw1121p1411    NGC3627 170.3720  14.1967 227.7 19.64 0.13 19.02 0.12 -10.47 -10.83 0.13  6.50 0.15 26.06 0.18   682.5  74.1 True  False 0.80 gr   DECALS
dw1123p1346    NGC3627 170.9852  13.7781 218.8 19.69 0.13 19.11 0.12 -10.41 -10.75 0.13  6.43 0.15 24.87 0.18   413.5  45.7 True  False 0.70 gr   DECALS
dw1125p1316    NGC3627 171.4794  13.2690 258.0 16.88 0.09 16.31 0.09 -13.23 -13.56 0.09  7.52 0.13 20.14 0.12   311.2  18.4 True  False 0.50 gr   DECALS
dw1126p1246    NGC3627 171.5894  12.7713 275.8 20.61 0.16 20.12 0.16  -9.49  -9.78 0.17  5.89 0.18 25.12 0.25   300.6  45.2 True  False 0.70 gr   DECALS
NGC4248        NGC4258 184.4591  47.4092  27.3 12.68 0.02 12.20 0.02 -16.60 -16.89 0.02  8.73 0.10 20.22 0.04  1877.2  17.1 False True  1.00 gr   CFHT
LVJ1218+4655   NGC4258 184.5465  46.9172  51.3 16.49 0.02 16.29 0.03 -12.80 -12.92 0.02  6.71 0.10 21.85 0.05   562.2  20.4 False True  1.00 gr   CFHT
dw1219p4743    NGC4258 184.7757  47.7302  53.7 18.16 0.16 17.78 0.17 -11.13 -11.35 0.16  6.36 0.13 24.43 0.10   484.4  44.2 True  True  1.00 gr   CFHT
UGC7356        NGC4258 184.7875  47.0899  27.2 15.28 0.09 14.77 0.10 -14.01 -14.31 0.10  7.73 0.12 23.08 0.16   887.9  60.2 True  True  1.00 gr   CFHT
dw1220p4729    NGC4258 185.1256  47.4906  40.4 20.41 0.35 20.15 0.27  -8.87  -9.03 0.35  5.25 0.17 26.90 0.25   429.9  68.2 True  True  1.00 gr   CFHT
dw1220p4649    NGC4258 185.2286  46.8302  72.8 18.90 0.13 18.43 0.10 -10.39 -10.66 0.14  6.23 0.14 25.21 0.08   422.2  23.6 True  True  1.00 gr   CFHT
dw1223p4739    NGC4258 185.9424  47.6589 111.5 18.12 0.09 17.69 0.08 -11.16 -11.42 0.09  6.46 0.13 24.88 0.07   555.8  80.9 True  True  1.00 gr   CFHT
