1221-52751-571 167.72714 +09.62183 J111054.52+093718.6
1223-52781-128 171.79556 +08.73103 J112710.94+084351.7
1233-52734-136 189.39040 +08.88217 J123733.69+085255.7
1233-52734-515 189.52870 +10.16556 J123806.88+100956.0
1277-52765-031 149.96550 +38.55857 J095951.72+383330.8
1282-52759-057 201.33287 +48.04060 J132519.89+480226.1
1288-52731-390 217.55081 +45.54234 J143012.19+453232.4
1290-52734-256 223.66111 +42.02293 J145438.65+420122.5
1305-52757-269 145.73643 +09.47118 J094256.74+092816.1
1309-52762-371 171.36704 +57.71304 J112528.08+574246.8
1313-52790-423 178.86808 +57.66444 J115528.33+573951.9
1315-52791-579 186.21436 +58.54465 J122451.44+583240.7
1321-52764-624 206.11402 +56.02493 J134427.36+560129.7
1322-52791-470 206.11402 +56.02493 J134427.36+560129.7
1323-52797-002 210.75486 +54.24150 J140301.17+541429.3
1323-52797-008 210.62744 +54.26935 J140230.58+541609.7
1323-52797-016 211.04576 +54.42268 J140410.99+542521.7
1325-52762-348 210.88484 +54.28881 J140332.35+541719.4
1325-52762-350 211.04685 +54.42185 J140411.24+542518.6
1325-52762-352 210.97121 +54.36848 J140353.11+542206.4
1325-52762-353 211.12284 +54.39646 J140429.48+542347.2
1325-52762-412 212.48650 +54.94692 J140956.76+545648.9
1327-52781-276 218.01190 +51.88117 J143202.85+515252.2
1329-52767-605 226.46247 +51.25226 J150550.99+511508.1
1332-52781-063 234.59167 +45.80195 J153822.00+454807.0
1332-52781-456 233.75048 +46.81468 J153500.11+464852.8
1333-52782-613 236.62801 +45.99821 J154630.71+455953.8
1335-52824-520 241.44123 +41.34475 J160545.89+412041.1
1342-52793-537 251.85490 +30.45812 J164725.17+302729.2
1350-52786-090 221.89726 +37.81877 J144735.34+374907.5
1351-52790-474 223.77528 +38.13797 J145506.06+380816.6
1371-52821-053 187.03861 +44.08556 J122809.27+440508.0
1371-52821-059 187.05776 +44.11956 J122813.86+440710.4
1371-52821-323 184.66308 +45.78524 J121839.14+454706.8
