0351-51780-037 1.1645 0.0680 8.10 0.06 -1.37 0.08 -0.75 0.12 -1.71 0.11 -2.41 0.08  0.00 0.00 -2.12 0.36
0351-51780-178 0.9495 0.1360 8.40 0.16 -1.24 0.21 -0.78 0.34 -1.71 0.25 -2.50 0.20 -3.34 0.35 -2.03 0.33
0354-51792-098 0.8509 0.1047 8.44 0.14 -1.18 0.18 -0.77 0.31 -1.68 0.21 -2.41 0.18  0.00 0.00  0.00 0.00
0358-51818-311 1.1809 0.1168 8.17 0.09 -1.44 0.12 -0.70 0.19 -1.63 0.18 -2.50 0.12  0.00 0.00  0.00 0.00
0358-51818-472 1.1528 0.0359 8.21 0.03 -1.18 0.04 -0.74 0.06 -1.76 0.08 -2.40 0.04 -3.37 0.17  0.00 0.00
0358-51818-504 1.2498 0.0220 8.10 0.02 -1.03 0.03 -0.80 0.04 -1.59 0.04 -2.39 0.04 -3.59 0.13 -1.64 0.07
0364-52000-187 1.1740 0.0260 8.20 0.02 -1.52 0.03 -0.72 0.05 -1.77 0.05 -2.50 0.05 -3.54 0.15 -1.81 0.11
0367-51997-561 1.0837 0.1279 8.29 0.12 -1.34 0.15 -0.67 0.24 -1.74 0.23 -2.48 0.15  0.00 0.00 -2.15 0.60
0383-51818-290 1.2114 0.0615 8.10 0.05 -1.40 0.07 -0.78 0.10 -1.61 0.10 -2.40 0.07  0.00 0.00 -2.02 0.31
0390-51900-445 1.1501 0.0461 8.16 0.04 -1.23 0.06 -0.67 0.08 -1.74 0.09 -2.51 0.06 -3.48 0.25 -1.75 0.15
0390-51900-596 1.0047 0.1535 8.38 0.17 -1.45 0.21 -0.72 0.34 -1.74 0.28 -2.46 0.21  0.00 0.00  0.00 0.00
0394-51913-461 1.2201 0.0821 8.03 0.06 -1.22 0.08 -0.78 0.13 -1.50 0.11 -2.30 0.08 -3.22 0.29 -1.95 0.29
