0526-52312-097 0.9867 0.0693 8.39 0.08 -1.20 0.10 -0.68 0.16 -1.80 0.13 -2.49 0.10  0.00 0.00 -1.90 0.18
0555-52266-558 2.0149 0.1229 7.14 0.05 -1.59 0.19 -0.75 0.08 -1.56 0.23 -2.43 0.11  0.00 0.00 -1.23 0.69
0559-52316-257 1.6040 0.0681 7.66 0.04 -1.50 0.06 -0.74 0.07 -1.67 0.10 -2.37 0.06  0.00 0.00 -1.78 0.35
0564-52224-216 1.1720 0.0459 8.20 0.04 -1.17 0.06 -0.71 0.08 -1.84 0.10 -2.52 0.11 -3.79 0.49 -1.69 0.16
0573-52325-099 1.1741 0.0499 8.18 0.04 -1.48 0.06 -0.70 0.08 -1.69 0.08 -2.47 0.10  0.00 0.00 -1.70 0.14
0575-52319-521 1.4620 0.0468 7.88 0.03 -1.44 0.05 -0.77 0.06 -1.60 0.08 -2.40 0.09 -3.51 0.39 -1.49 0.14
0577-52367-344 1.6679 0.0618 7.70 0.04 -1.35 0.11 -0.76 0.06 -1.47 0.12 -2.24 0.14  0.00 0.00  0.00 0.00
0578-52339-060 1.9441 0.0557 7.46 0.03 -1.69 0.08 -0.73 0.04 -1.76 0.08 -2.51 0.10  0.00 0.00  0.00 0.00
0615-52347-590 1.1718 0.0716 8.20 0.06 -1.40 0.08 -0.70 0.12 -1.80 0.11 -2.60 0.08  0.00 0.00 -2.03 0.28
0616-52374-393 1.2577 0.0238 8.08 0.02 -1.61 0.03 -0.74 0.04 -1.72 0.05 -2.38 0.04 -3.56 0.15 -2.02 0.12
0624-52377-361 1.3917 0.0516 7.98 0.04 -1.56 0.06 -0.69 0.07 -1.52 0.09 -2.33 0.10  0.00 0.00 -2.04 0.78
0740-52263-259 0.9902 0.1087 8.35 0.12 -1.09 0.15 -0.75 0.24 -1.84 0.22 -2.46 0.15  0.00 0.00 -2.05 0.36
0741-52261-086 0.9254 0.2594 8.46 0.33 -1.14 0.41 -0.66 0.69 -1.91 0.47 -2.54 0.41  0.00 0.00 -1.95 0.56
0741-52261-279 1.1422 0.0681 8.19 0.06 -1.29 0.08 -0.74 0.12 -1.70 0.11 -2.50 0.08  0.00 0.00 -1.80 0.19
0742-52263-179 1.3932 0.0508 7.94 0.04 -1.46 0.05 -0.79 0.07 -1.60 0.08 -2.40 0.09  0.00 0.00 -1.78 0.24
0753-52233-094 0.9864 0.0626 8.39 0.07 -1.48 0.09 -0.67 0.14 -1.82 0.15 -2.43 0.09  0.00 0.00 -1.92 0.22
0769-52282-100 1.3118 0.0382 8.04 0.03 -1.47 0.04 -0.74 0.06 -1.69 0.07 -2.42 0.07  0.00 0.00 -1.76 0.16
0775-52295-029 1.2529 0.0478 8.10 0.04 -1.38 0.05 -0.73 0.07 -1.66 0.09 -2.40 0.09  0.00 0.00 -1.73 0.17
0776-52319-540 1.0382 0.1447 8.30 0.15 -1.22 0.19 -0.73 0.31 -1.83 0.25 -2.38 0.19  0.00 0.00 -1.99 0.35
0777-52320-635 1.1576 0.0573 8.21 0.05 -1.40 0.07 -0.66 0.10 -1.63 0.11 -2.36 0.07  0.00 0.00 -2.15 0.46
0778-52337-498 0.9563 0.1179 8.38 0.14 -1.12 0.18 -0.72 0.28 -1.61 0.23 -2.37 0.17  0.00 0.00 -1.86 0.30
0779-52342-355 1.0428 0.1101 8.25 0.11 -1.11 0.14 -0.74 0.22 -1.63 0.19 -2.35 0.14  0.00 0.00 -1.81 0.27
0782-52320-022 1.0345 0.0958 8.30 0.10 -1.10 0.13 -0.67 0.20 -1.77 0.18 -2.54 0.13  0.00 0.00  0.00 0.00
0785-52339-079 0.9856 0.1329 8.42 0.15 -1.30 0.19 -0.66 0.31 -1.82 0.23 -2.47 0.19  0.00 0.00 -2.11 0.36
0786-52319-443 1.0332 0.1502 8.25 0.16 -0.93 0.20 -0.75 0.32 -1.84 0.24 -2.37 0.19  0.00 0.00 -1.80 0.29
0795-52378-405 1.0239 0.0878 8.31 0.09 -1.17 0.12 -0.68 0.18 -1.88 0.20 -2.49 0.12 -3.55 0.48 -1.83 0.26
0826-52295-639 1.8804 0.0667 7.42 0.03 -1.50 0.07 -0.82 0.05 -1.53 0.08 -2.34 0.10 -3.19 0.23 -1.49 0.28
0828-52317-148 1.1655 0.0442 8.20 0.04 -1.29 0.05 -0.70 0.07 -1.80 0.09 -2.60 0.11 -3.79 0.45 -1.98 0.22
0831-52294-526 1.2890 0.0497 8.10 0.04 -1.29 0.05 -0.71 0.07 -1.69 0.10 -2.51 0.11 -3.59 0.44 -1.75 0.19
0842-52376-330 1.0388 0.0406 8.34 0.04 -1.64 0.06 -0.75 0.08 -1.74 0.09 -2.48 0.06 -3.62 0.27  0.00 0.00
0843-52378-541 1.0742 0.0703 8.25 0.07 -1.29 0.08 -0.72 0.14 -1.74 0.13 -2.45 0.13 -3.45 0.29 -2.02 0.22
0844-52378-041 1.0050 0.0368 8.35 0.04 -1.44 0.05 -0.70 0.08 -1.74 0.07 -2.45 0.05 -3.34 0.11 -2.10 0.15
0844-52378-299 1.0292 0.1242 8.22 0.13 -0.90 0.16 -0.73 0.27 -1.83 0.22 -2.43 0.16  0.00 0.00 -1.78 0.25
0845-52381-246 1.3080 0.5082 7.24 0.36 -0.18 0.48  0.00 0.00 -1.23 0.46 -1.81 0.44  0.00 0.00 -1.71 0.62
0847-52426-040 1.0850 0.1164 8.14 0.11 -1.14 0.14 -0.63 0.23 -1.60 0.18 -2.34 0.14 -3.20 0.31 -1.70 0.22
0847-52426-522 1.1630 0.0842 8.17 0.07 -1.34 0.09 -0.71 0.14 -1.74 0.13 -2.45 0.09  0.00 0.00 -1.95 0.28
0853-52374-196 1.0362 0.0764 8.30 0.08 -1.37 0.10 -0.68 0.16 -1.64 0.15 -2.42 0.10  0.00 0.00 -1.79 0.21
0854-52373-373 0.8916 0.1721 8.54 0.22 -1.36 0.28 -0.61 0.46 -1.81 0.37 -2.54 0.28  0.00 0.00 -1.70 0.37
0854-52373-514 1.2089 0.0563 8.14 0.05 -1.53 0.06 -0.71 0.09 -1.77 0.12 -2.50 0.06  0.00 0.00 -1.83 0.23
0861-52318-489 1.2912 0.0410 8.12 0.03 -1.44 0.05 -0.73 0.06 -1.65 0.09 -2.45 0.09 -3.47 0.34 -1.86 0.26
0875-52354-142 1.3520 0.0332 8.01 0.03 -1.49 0.04 -0.78 0.05 -1.47 0.06 -2.20 0.05 -3.45 0.19 -1.86 0.17
0875-52354-226 0.8886 0.1654 8.51 0.21 -1.07 0.27 -0.74 0.46 -1.81 0.35 -2.49 0.27  0.00 0.00 -1.91 0.38
0882-52370-476 1.1187 0.0466 8.20 0.04 -1.37 0.06 -0.73 0.08 -1.71 0.09 -2.39 0.06 -3.58 0.26 -2.25 0.37
0883-52430-341 1.3428 0.0517 7.92 0.04 -1.55 0.06 -0.79 0.07 -1.53 0.08 -2.31 0.05 -3.18 0.19  0.00 0.00
0884-52374-216 1.1096 0.0733 8.25 0.07 -1.34 0.09 -0.66 0.13 -1.76 0.13 -2.49 0.09  0.00 0.00 -1.85 0.22
0906-52368-534 1.0368 0.1135 8.29 0.12 -1.15 0.15 -0.68 0.24 -1.75 0.20 -2.41 0.15  0.00 0.00 -1.89 0.25
0908-52373-027 1.2149 0.0873 8.13 0.07 -1.37 0.09 -0.72 0.14 -1.76 0.14 -2.53 0.09  0.00 0.00 -1.90 0.26
0911-52426-253 1.2142 0.0836 8.06 0.06 -1.06 0.08 -0.75 0.14 -1.74 0.13 -2.39 0.08 -3.48 0.45 -1.89 0.25
0920-52411-575 1.3016 0.0279 8.10 0.02 -1.43 0.04 -0.73 0.04 -1.59 0.05 -2.44 0.06 -3.52 0.19 -1.77 0.16
0943-52376-631 1.0230 0.0795 8.30 0.08 -1.28 0.11 -0.77 0.17 -1.70 0.14 -2.37 0.10 -3.40 0.28 -1.91 0.21
0946-52407-618 1.0900 0.0442 8.24 0.04 -1.43 0.06 -0.72 0.08 -1.76 0.08 -2.45 0.08 -3.43 0.18 -2.06 0.19
0947-52411-569 1.5527 0.0487 7.79 0.03 -1.51 0.06 -0.74 0.05 -1.65 0.09 -2.35 0.09 -3.47 0.35 -1.68 0.36
0950-52378-338 1.0320 0.1118 8.26 0.12 -1.17 0.15 -0.70 0.24 -1.66 0.18 -2.41 0.15 -3.83 0.76 -2.08 0.33
0951-52398-600 1.0310 0.1534 8.22 0.16 -0.93 0.20 -0.64 0.32 -1.68 0.23 -2.37 0.20  0.00 0.00 -1.67 0.29
0952-52409-227 0.9639 0.1579 8.33 0.18 -0.99 0.23 -0.58 0.38 -1.77 0.27 -2.43 0.23  0.00 0.00 -1.87 0.35
0952-52409-247 1.4417 0.4417 7.38 0.26  0.09 0.35 -0.76 0.57  0.00 0.00 -2.10 0.31  0.00 0.00 -0.97 0.43
0954-52405-081 1.3685 0.0589 7.96 0.04 -1.55 0.06 -0.74 0.08 -1.62 0.10 -2.38 0.10  0.00 0.00 -1.80 0.24
0955-52409-608 1.3775 0.0285 8.00 0.02 -1.55 0.04 -0.73 0.04 -1.50 0.05 -2.32 0.05 -3.41 0.18 -1.88 0.24
0972-52435-370 1.2224 0.0724 8.13 0.06 -1.32 0.08 -0.67 0.11 -1.67 0.12 -2.43 0.08  0.00 0.00 -1.73 0.20
0976-52413-600 1.5011 0.0493 7.89 0.03 -1.55 0.06 -0.81 0.06 -1.61 0.09 -2.35 0.09 -3.44 0.37 -1.65 0.23
0978-52441-118 0.9468 0.0852 8.44 0.10 -1.14 0.13 -0.78 0.21 -1.82 0.17 -2.44 0.13 -3.60 0.32 -2.13 0.25
1043-52465-308 1.2575 0.0630 8.04 0.05 -1.44 0.07 -0.75 0.09 -1.59 0.11 -2.37 0.07  0.00 0.00 -2.03 0.43
1046-52460-329 1.2338 0.0569 8.06 0.05 -1.34 0.06 -0.72 0.09 -1.57 0.09 -2.23 0.06  0.00 0.00 -1.98 0.32
0848-52669-189 1.1583 0.2121 8.05 0.18 -1.10 0.23 -0.73 0.39 -1.54 0.29 -2.29 0.22  0.00 0.00 -1.67 0.38
0876-52669-175 1.3971 0.0385 8.01 0.03 -1.57 0.04 -0.76 0.05 -1.63 0.07 -2.40 0.07 -3.53 0.29 -2.14 0.35
0894-52615-185 1.2275 0.0522 8.12 0.04 -1.53 0.06 -0.72 0.08 -1.68 0.10 -2.44 0.10 -3.62 0.46 -1.86 0.20
0899-52620-594 1.2708 0.0339 8.10 0.03 -1.54 0.04 -0.70 0.05 -1.74 0.07 -2.46 0.06 -3.54 0.23 -1.84 0.12
0900-52637-348 1.4410 0.0482 7.91 0.03 -1.63 0.05 -0.78 0.06 -1.67 0.08 -2.42 0.08 -3.75 0.60 -1.81 0.22
0934-52672-369 1.1259 0.0480 8.24 0.04 -1.34 0.06 -0.70 0.09 -1.72 0.08 -2.45 0.06  0.00 0.00 -1.93 0.19
0937-52707-425 1.0321 0.0763 8.34 0.08 -1.33 0.10 -0.69 0.16 -1.70 0.16 -2.44 0.10  0.00 0.00 -2.16 0.46
0941-52709-109 1.0736 0.0686 8.26 0.07 -1.43 0.09 -0.72 0.13 -1.69 0.14 -2.40 0.09  0.00 0.00  0.00 0.00
0943-52376-631 1.0230 0.0795 8.30 0.08 -1.28 0.11 -0.77 0.17 -1.70 0.14 -2.37 0.10 -3.40 0.28 -1.91 0.21
0964-52646-570 1.2279 0.0783 8.11 0.06 -1.40 0.08 -0.67 0.12 -1.75 0.13 -2.49 0.08  0.00 0.00 -1.79 0.20
0967-52636-244 1.0294 0.1729 8.26 0.18 -1.13 0.23 -0.75 0.37 -1.74 0.28 -2.41 0.23  0.00 0.00 -1.99 0.41
0967-52636-339 1.0783 0.0338 8.27 0.03 -1.44 0.05  0.00 0.00 -1.73 0.07 -2.46 0.07 -3.60 0.24 -1.79 0.11
0999-52636-517 0.9821 0.0989 8.29 0.11 -0.93 0.14 -0.77 0.23 -1.75 0.18 -2.42 0.14 -3.53 0.36 -1.85 0.22
1010-52649-150 1.4687 0.0805 7.83 0.05 -1.51 0.07 -0.78 0.09 -1.59 0.13 -2.38 0.07  0.00 0.00 -1.68 0.34
1010-52649-328 0.9830 0.0297 8.37 0.03 -1.10 0.04 -0.81 0.07 -1.79 0.05 -2.45 0.04 -3.49 0.09 -1.97 0.07
1012-52649-392 1.1587 0.1745 8.09 0.15 -0.84 0.19 -0.96 0.34 -1.79 0.22 -2.38 0.18  0.00 0.00 -1.72 0.27
1014-52707-254 1.2541 0.0474 8.13 0.04 -1.51 0.06 -0.69 0.07 -1.66 0.10 -2.44 0.10  0.00 0.00 -1.89 0.28
1015-52734-003 1.0947 0.0583 8.22 0.05 -1.34 0.07 -0.68 0.11 -1.73 0.11 -2.43 0.07  0.00 0.00 -1.97 0.22
1018-52672-518 1.3642 0.0654 7.92 0.04 -1.53 0.06 -0.79 0.09 -1.59 0.11 -2.33 0.06  0.00 0.00 -2.05 0.39
1019-52707-260 1.7359 0.0620 7.65 0.03 -1.58 0.08 -0.78 0.06 -1.74 0.11 -2.42 0.13  0.00 0.00  0.00 0.00
1039-52707-119 1.0493 0.0451 8.37 0.05 -1.48 0.06 -0.65 0.09 -1.85 0.09 -2.55 0.06 -3.69 0.30 -1.94 0.15
1043-52465-308 1.2575 0.0630 8.04 0.05 -1.44 0.07 -0.75 0.09 -1.59 0.11 -2.37 0.07  0.00 0.00 -2.03 0.43
1047-52733-064 0.9926 0.2830 8.27 0.31 -1.05 0.39 -0.70 0.64 -1.84 0.52 -2.33 0.39  0.00 0.00 -1.71 0.56
1048-52736-424 1.3205 0.0468 8.05 0.04 -1.35 0.05 -0.74 0.07 -1.69 0.10 -2.44 0.09  0.00 0.00 -1.66 0.17
1049-52751-445 1.1413 0.1659 8.08 0.14 -1.01 0.18 -0.77 0.30 -1.61 0.24 -2.33 0.18  0.00 0.00 -1.62 0.30
1050-52721-274 1.1550 0.0502 8.22 0.04 -1.40 0.06 -0.69 0.09 -1.78 0.10 -2.50 0.06  0.00 0.00 -1.88 0.20
1050-52721-402 1.0807 0.0494 8.24 0.05 -1.18 0.06 -0.69 0.09 -1.82 0.10 -2.49 0.06 -3.50 0.23 -1.88 0.15
1158-52668-062 1.4089 0.0456 7.94 0.03 -1.31 0.04 -0.69 0.06 -1.73 0.09 -2.43 0.08  0.00 0.00 -1.65 0.13
1164-52674-298 1.2118 0.0821 8.02 0.07 -1.35 0.09 -0.68 0.13 -1.51 0.12 -2.35 0.09  0.00 0.00 -1.80 0.29
1171-52753-376 1.0353 0.1040 8.30 0.11 -1.00 0.14 -0.72 0.22  0.00 0.00 -2.48 0.14  0.00 0.00 -2.08 0.28
1185-52642-123 1.4016 0.0276 8.08 0.02 -1.52 0.04 -0.74 0.04 -1.57 0.05 -2.43 0.05 -3.51 0.13 -1.89 0.17
1194-52703-397 1.6802 0.0654 7.63 0.03 -1.41 0.05 -0.69 0.06 -1.54 0.07 -2.17 0.07 -3.28 0.27 -1.72 0.20
1201-52674-168 1.9473 1.1222 6.80 0.41  0.12 0.58 -1.00 1.18 -1.06 0.51 -1.78 0.47  0.00 0.00  0.00 0.00
1214-52731-142 1.2030 0.0461 8.15 0.04 -1.32 0.05 -0.72 0.08 -1.67 0.08 -2.45 0.09  0.00 0.00 -1.96 0.25
1216-52709-619 1.0076 0.0897 8.39 0.10 -1.33 0.12 -0.71 0.20 -1.72 0.17 -2.42 0.12  0.00 0.00 -1.95 0.24
1221-52751-571 1.1803 0.0983 8.15 0.08 -1.46 0.11 -0.70 0.16 -1.73 0.17 -2.45 0.10  0.00 0.00 -1.99 0.47
1223-52781-128 1.0695 0.1088 8.22 0.10 -1.32 0.13 -0.73 0.21 -1.64 0.18 -2.31 0.13  0.00 0.00  0.00 0.00
1233-52734-136 1.1267 0.0767 8.16 0.07 -0.93 0.09 -0.81 0.14 -1.72 0.13 -2.36 0.09  0.00 0.00 -1.68 0.15
1233-52734-515 1.5464 0.0429 7.82 0.03 -1.51 0.05 -0.68 0.05 -1.51 0.06 -2.23 0.06 -3.29 0.16 -1.99 0.52
1277-52765-031 1.0346 0.0809 8.26 0.08 -1.12 0.11 -0.71 0.17 -1.64 0.15 -2.38 0.11  0.00 0.00 -1.83 0.24
1282-52759-057 1.4134 0.0558 7.92 0.04 -1.44 0.06 -0.71 0.07 -1.52 0.08 -2.35 0.09  0.00 0.00 -1.63 0.19
1288-52731-390 0.9976 0.0421 8.40 0.05 -1.49 0.06 -0.74 0.09 -1.73 0.09 -2.52 0.06  0.00 0.00 -2.11 0.20
1290-52734-256 0.9523 0.1052 8.46 0.12 -1.24 0.16 -0.77 0.26 -1.68 0.20 -2.36 0.16  0.00 0.00 -2.26 0.41
1305-52757-269 1.1461 0.0249 8.24 0.02 -1.54 0.03 -0.70 0.05 -1.77 0.04 -2.48 0.04 -3.57 0.13 -1.94 0.09
1309-52762-371 1.1052 0.0815 8.18 0.07 -1.22 0.10 -0.65 0.15 -1.62 0.13 -2.35 0.10  0.00 0.00 -2.16 0.43
1313-52790-423 1.4789 0.0328 7.95 0.02 -1.38 0.04 -0.78 0.04 -1.65 0.06 -2.39 0.05 -3.42 0.15  0.00 0.00
1315-52791-579 0.9773 0.0971 8.37 0.11 -1.40 0.14 -0.65 0.22 -1.68 0.19 -2.45 0.14 -3.41 0.33 -2.12 0.36
1321-52764-624 1.1287 0.0456 8.25 0.04 -1.25 0.06 -0.74 0.08 -1.80 0.08 -2.51 0.09  0.00 0.00 -1.82 0.14
1322-52791-470 1.0883 0.0449 8.30 0.04 -1.27 0.06 -0.72 0.09 -1.77 0.09 -2.51 0.09 -3.47 0.21 -1.65 0.10
1323-52797-002 0.9402 0.0203 8.51 0.03 -1.31 0.03 -0.74 0.05 -1.78 0.04 -2.58 0.04 -3.59 0.07 -2.30 0.08
1323-52797-008 0.9074 0.0338 8.53 0.04 -1.23 0.05 -0.78 0.09 -1.72 0.07 -2.40 0.06 -3.61 0.12 -2.33 0.12
1323-52797-016 1.1663 0.0684 8.07 0.06 -1.15 0.08 -0.67 0.12 -1.57 0.11 -2.35 0.08 -3.40 0.36 -2.00 0.33
1325-52762-348 0.9896 0.1041 8.26 0.12 -1.13 0.15 -0.65 0.23 -1.70 0.20 -2.40 0.15 -3.44 0.39 -2.17 0.51
1325-52762-350 1.0974 0.0301 8.22 0.03 -1.42 0.04 -0.68 0.06 -1.71 0.06 -2.49 0.06 -3.37 0.13 -2.23 0.25
1325-52762-352 0.9718 0.0319 8.48 0.04 -1.26 0.05 -0.76 0.08 -1.73 0.07 -2.39 0.06 -3.55 0.12 -2.44 0.17
1325-52762-353 1.8399 0.0418 7.46 0.02 -1.27 0.03 -0.53 0.04 -1.62 0.03 -2.15 0.03 -3.36 0.08 -1.71 0.06
1325-52762-412 1.1550 0.0360 8.24 0.04 -1.16 0.05 -0.73 0.06 -1.68 0.08 -2.50 0.09 -3.54 0.25 -1.80 0.22
1327-52781-276 1.3138 0.0583 8.01 0.04 -1.22 0.06 -0.72 0.08 -1.66 0.12 -2.35 0.06 -3.31 0.33 -1.81 0.28
1329-52767-605 1.1662 0.0669 8.16 0.06 -1.37 0.08 -0.76 0.11 -1.64 0.10 -2.46 0.07  0.00 0.00 -1.95 0.28
1332-52781-063 1.0981 0.1123 8.14 0.10 -1.02 0.13 -0.71 0.21 -1.65 0.20 -2.27 0.13  0.00 0.00 -1.73 0.27
1332-52781-456 1.2091 0.0779 8.16 0.06 -1.42 0.09 -0.68 0.12 -1.66 0.13 -2.43 0.08  0.00 0.00 -1.95 0.41
1333-52782-613 1.0539 0.1110 8.26 0.11 -1.29 0.14 -0.62 0.23 -1.73 0.18 -2.41 0.14 -3.47 0.41 -2.00 0.29
1335-52824-520 1.0116 0.0854 8.38 0.09 -1.31 0.12 -0.67 0.19 -1.77 0.15 -2.51 0.12 -3.36 0.26 -1.94 0.22
1342-52793-537 0.9718 0.1201 8.38 0.14 -1.19 0.17 -0.72 0.28 -1.75 0.22 -2.46 0.17 -3.73 0.65 -1.76 0.26
1350-52786-090 1.0974 0.1195 8.14 0.11 -0.93 0.14 -0.80 0.23 -1.66 0.19 -2.33 0.14 -3.30 0.36 -1.81 0.25
1351-52790-474 1.3625 0.0390 8.03 0.03 -1.37 0.05 -0.73 0.05 -1.65 0.08 -2.45 0.08 -3.40 0.24 -1.63 0.17
1371-52821-053 0.9809 0.2389 8.24 0.27 -1.17 0.34 -0.75 0.55 -1.61 0.42 -2.34 0.33 -3.10 0.52 -1.95 0.60
1371-52821-059 0.9543 0.0196 8.47 0.02 -1.53 0.03 -0.72 0.05 -1.77 0.04 -2.47 0.03 -3.52 0.07 -2.18 0.09
1371-52821-323 1.3562 0.0518 8.00 0.04 -1.44 0.05 -0.68 0.07 -1.68 0.10 -2.40 0.05 -3.26 0.25  0.00 0.00
